sentence,BookRestaurant,GetWeather,PlayMusic,RateBook
"what is the forecast for Bonner starting oct. 24th, 2025 for Argentina",0,1,0,0
On jan. the twentieth what will it feel like in CT or the area not far from it,0,1,0,0
What's the forecast for Lake Ilo National Wildlife Refuge,0,1,0,0
"What is the weather supposed to be like on Sep. 20 in Maltby, Russia",0,1,0,0
Will it get warmer by 5 am in Washington?,0,1,0,0
"Tell me the weather forecast for Lecanto, Georgia",0,1,0,0
"What is the weather forecast for my current spot on Jan. third, 2036",0,1,0,0
I need to hear the song Aspro Mavro from Bill Szymczyk on Youtube,0,0,1,0
play Yo Ho from the new york pops on Youtube,0,0,1,0
Play some seventies music by Janne Puurtinen on Youtube.,0,0,1,0
play the MÃºsica Da SÃ©rie De Filmes O Hobbit album by Alex Otaola,0,0,1,0
Play Magic Sam from the thirties,0,0,1,0
Play The Soft Parade.,0,0,1,0
Play music by blowfly from the seventies,0,0,1,0
play Jeff Pilson on Youtube,0,0,1,0
play a tune by Syreeta Wright from twenties from the top,0,0,1,0
Please play me Jerry Lee Lewis's If You Say So track.,0,0,1,0
play the newest by Exuma,0,0,1,0
Play the album alas y raÃ­ces by Dave Pybus.,0,0,1,0
play music by Helen Ward,0,0,1,0
Play some sixties music.,0,0,1,0
Plan an album by Roni Duani.,0,0,1,0
I want to listen to Born On The Bayou on Iheart,0,0,1,0
Play the best music by Arthur Johnston.,0,0,1,0
Play the song gangsta? by Siavash Ghomayshi,0,0,1,0
Play Lukasz Gottwald album on Zvooq,0,0,1,0
Play me some music by Prince Alla from the twenties,0,0,1,0
Play the newest 2016 ep from Boaz Mauda.,0,0,1,0
play Escapada,0,0,1,0
"I'd like to hear music from 1951, preferably a soundtrack.",0,0,1,0
Play 2003 Ben Burnley on Spotify,0,0,1,0
Play Marche Lorraine by Rachael Lampa,0,0,1,0
Play some soul music,0,0,1,0
Play Robin Hood Rescuing Three Squires by Bhupinder Singh,0,0,1,0
Play the top-5 songs from Paddy Reilly on zvooq,0,0,1,0
Open Groove Shark and play native us,0,0,1,0
play chant by Prurient,0,0,1,0
play Shake Your Head,0,0,1,0
Play Justin Broadrick's music on Slacker.,0,0,1,0
Play some 1954 songs on my Itunes.,0,0,1,0
Play a 2011 ballad by Evil Jared Hasselhoff on Lastfm.,0,0,1,0
play laura love songs from 1959,0,0,1,0
Play Inside The Eye by twinkie clark,0,0,1,0
Play Goa music on Google Music.,0,0,1,0
Play The Way It Has To Be by Tom G Warrior on Zvooq,0,0,1,0
Play some nineties chant music from Nicoleta Nicola,0,0,1,0
"Play Alone, Again from Mike Viola",0,0,1,0
open Spotify and play a couple of celtic songs,0,0,1,0
Play a concerto by Thekra.,0,0,1,0
play The Trail Of The Lonesome Pine on Netflix,0,0,1,0
Please play the newest music by Evil Jared Hasselhoff,0,0,1,0
Play NoctÃ¡mbulo pl,0,0,1,0
Open up Lastfm and play some songs.,0,0,1,0
Can you play a top 5 song by Manos Hadjidakis,0,0,1,0
Play sixties on Spotify,0,0,1,0
Play music by Antonella Barba from the album Bath,0,0,1,0
Play melody music from the fourties.,0,0,1,0
Play some Katiejane Garside on Vimeo.,0,0,1,0
Play me a top-ten song by Phil Ochs on Groove Shark,0,0,1,0
Play Out From Under from Hurricane Chris,0,0,1,0
Play a sound track by Pee Wee Russell on Zvooq.,0,0,1,0
Play One Way Ticket by Ray Kennedy.,0,0,1,0
Play my entertaining playlist,0,0,1,0
Will you pull up my Jueves de AntaÃ±o playlist,0,0,1,0
Play some eighties movement music,0,0,1,0
Use Spotify to play me music,0,0,1,0
use Deezer to play top five Moya Brennan,0,0,1,0
I'd like to hear Nas's greatest ballad,0,0,1,0
Open Netflix and find a movie with the song heartful,0,0,1,0
PLay some fourties music from Erin Harkes,0,0,1,0
Play dhafer youssef top-twenty on netflix,0,0,1,0
I'd like to play the top ten Mickdeth on Google Music,0,0,1,0
play music by Don Reno,0,0,1,0
Play some Last Fm music like the 1992 ep from Peaches,0,0,1,0
Play some indie music on spotify.,0,0,1,0
Play a cohesive playlist for me,0,0,1,0
Play 1966 theme music on Slacker.,0,0,1,0
Play some jpop on Google Music.,0,0,1,0
Play music from 2002,0,0,1,0
play Lastfm pop tunes,0,0,1,0
play a concerto that was most popular in 1958 by mickey hart,0,0,1,0
Let me listen to Rouhollah Khaleghi on deezer.,0,0,1,0
Please play music from Itunes,0,0,1,0
Play me the most popular Peja song on Slacker,0,0,1,0
Play my 70s Smash Hits playlist.,0,0,1,0
Play me a song from the fourties,0,0,1,0
Play celtic music,0,0,1,0
play Moustapha Amar Make It Rain,0,0,1,0
I want to hear a top ten soundtrack from 1984 by Shinehead,0,0,1,0
Play the 1951 ballad,0,0,1,0
I want to hear Dave Seaman's ep,0,0,1,0
Play music from artist Ashley,0,0,1,0
play Miguelito top charting album,0,0,1,0
I want to hear Papa Mali's songs from the fifties,0,0,1,0
play some tango on iheart,0,0,1,0
Play jazz music by Zvooq,0,0,1,0
play songs by Wise,0,0,1,0
Play music from the eighties on Slacker.,0,0,1,0
I want to hear Ready by Frankenstein Drag Queens From Planet 13,0,0,1,0
Play a song from the seventies by Pepe Aguilar,0,0,1,0
Play something by Brian Chase.,0,0,1,0
open Fadl Shaker on Spotify and play a melody starting with the newest,0,0,1,0
Play a Scott Lafaro soundtrack,0,0,1,0
play songs from the sixties,0,0,1,0
Play a tune from Space Mandino.,0,0,1,0
Open Vimeo and paly every song released in 1986,0,0,1,0
Find me music by Kaori Utatsuki off the album that has top-twenty hits,0,0,1,0
Play my playlist TGIF on itunes,0,0,1,0
Play some thrash metal.,0,0,1,0
play a top-10 ballad from 1995,0,0,1,0
Play ballad from Mandy Moore,0,0,1,0
Play movement music from Sheryfa Luna,0,0,1,0
Play the artist Joe,0,0,1,0
play some Prabha Atre,0,0,1,0
Play ballad music by Jeff Lynne.,0,0,1,0
Play me a 1957 ep,0,0,1,0
Play Pease Porridge Hot by Johnny Vicious on Zvooq,0,0,1,0
play a 1994 tune by Lena Horne,0,0,1,0
Play a tune by Houston on Spotify,0,0,1,0
Play a top fifty track from the twenties,0,0,1,0
Play Sense Tu from Ebi Hamedi,0,0,1,0
play a good John Maher record with Netflix,0,0,1,0
"use netflix to play Bizzy Bone Kiss Me Goodnight, Sergeant Major",0,0,1,0
Play music from 1969 on lastfm .,0,0,1,0
play something from 1981,0,0,1,0
play Heavy Machinery by Phil Spector on Zvooq,0,0,1,0
Play i believe from Chico Buarque off of iheart,0,0,1,0
Play some symphonic rock.,0,0,1,0
Play some twenties chant music on Slacker,0,0,1,0
Play some songs from the fifties,0,0,1,0
Play a song by Electric Tones from their Kurutta TaiyÅ album on Last Fm,0,0,1,0
play some Bertine Zetlitz record,0,0,1,0
"Play my Hardstyle, Baby playlist on Netflix",0,0,1,0
Play the top symphony music from Ejigayehu Shibabaw,0,0,1,0
Open Itunes and play Heath music from 1981,0,0,1,0
I want to listen to a concerto from Timour Moutsouraev.,0,0,1,0
Play me the dinner playlist,0,0,1,0
play music by Shinji Miyazaki,0,0,1,0
Play any music on Spotify,0,0,1,0
Play a record from the seventies,0,0,1,0
open the Canciones del Recuerdo playlist and play songs,0,0,1,0
Play the top-10 chant by Caetano Veloso on Pandora,0,0,1,0
Play Water Under The Bridge by Hariprasad Chaurasia.,0,0,1,0
play Matt Uelmen songs from 1965 on Slacker,0,0,1,0
I want to hear Shooby Taylor's Tearing Up The Album Charts.,0,0,1,0
Play Niko from the fourties,0,0,1,0
Play ClÃ¡sicos del Hip Hop EspaÃ±ol,0,0,1,0
Play Circus Farm by Deana Carter.,0,0,1,0
play some nineties music,0,0,1,0
play music by Bryan Maclean,0,0,1,0
Play POP GOES THE 80s.,0,0,1,0
Play music from 2015,0,0,1,0
Play music from 1964,0,0,1,0
Play me songs from agreable,0,0,1,0
Play tune from Sonny Stitt,0,0,1,0
Play some 50 Shades of Love,0,0,1,0
Play some sixties music on Slacker.,0,0,1,0
Play Tomorrow,0,0,1,0
Can you play a sound track by Sissieretta Jones,0,0,1,0
Play me a nineties song by Joseph Genaro,0,0,1,0
I want to hear Sarban's greatest hits,0,0,1,0
play ray davies on Iheart by only Hit It Again,0,0,1,0
Play my 88 Keys playlist.,0,0,1,0
Play some Rockwell from around 1996,0,0,1,0
Play me a top 20 chant by Ruwanga Samath on Lastfm,0,0,1,0
play something from the twenties,0,0,1,0
Play Ciribiribin by Sandeep Khare,0,0,1,0
play some 1991 Dave Barker,0,0,1,0
Play Wynton Kelly music on Netflix sort by popular,0,0,1,0
Play bebob on Iheart,0,0,1,0
Play the top 5 by Akira The Don.,0,0,1,0
play some rap on Pandora,0,0,1,0
Play a melody from Elmer Bernstein,0,0,1,0
play The Necromancer,0,0,1,0
Can you play Under The Anheuser Bush by Pete Doherty,0,0,1,0
Play any song from 2001,0,0,1,0
I want to hear some music from Groove Shark,0,0,1,0
Play Sound Of Love from Papa Mali,0,0,1,0
I wanna hear something on Spotify by Eddie Vinson,0,0,1,0
Play a twenties track by the aj carothers on Zvooq.,0,0,1,0
Play Magic Time by Phoebus,0,0,1,0
Play Johnny Gimble,0,0,1,0
play music from 1981,0,0,1,0
play music on Netflix,0,0,1,0
Play a tune by Andrew Findon,0,0,1,0
"Play the playlist, A Mis NiÃ±os de 30.",0,0,1,0
Play some chanson music,0,0,1,0
Play a movement from 1974.,0,0,1,0
Can you play Maggie Mae on Netflix,0,0,1,0
Play music by Young Steff,0,0,1,0
Play Barbra Streisand music from 1997.,0,0,1,0
Play greatest chant music from Beni Arashiro,0,0,1,0
play Make The Cowboy Robots Cry by Sabin Rai on Vimeo,0,0,1,0
Can you play me songs from the Estado de Ã¡nimo playlist?,0,0,1,0
Play music by Janet Paschal,0,0,1,0
Play Praise The Lord And Pass The Ammunition.,0,0,1,0
Please play Short And Sweet by Teyana Taylor from my itunes.,0,0,1,0
Play fourties music on Pandora.,0,0,1,0
Play music by Damien Rice,0,0,1,0
Play some Rachel Stevens off of Itunes,0,0,1,0
Play music from the seventies for me.,0,0,1,0
Play some Tony Grant.,0,0,1,0
play Andy White,0,0,1,0
Use Google Music to play a song,0,0,1,0
Play Spotify,0,0,1,0
Play music from 2007.,0,0,1,0
Play me a song from the sixties,0,0,1,0
play Robin Trower Unravel,0,0,1,0
play the top twenty movement songs from Roberto Valverde,0,0,1,0
Play hanging in the balance by Nik Kershaw on Zvooq.,0,0,1,0
Play the album Vibrations by Marion Elise Raven,0,0,1,0
play a track by Mila Islam from Deezer,0,0,1,0
play Jawad Ahmad,0,0,1,0
play fourties tunes by Bryan Webb on Groove Shark,0,0,1,0
play Party Ben on Slacker,0,0,1,0
Use Groove Shark to play music from the nineties,0,0,1,0
Play eighties music,0,0,1,0
play my Madrugando playlist on Groove Shark,0,0,1,0
play Darude,0,0,1,0
Play Shinji Miyazaki's music on netflix,0,0,1,0
Play 2gether by Jade Puget,0,0,1,0
play Wow by Jon Theodore,0,0,1,0
play Doctor Fink if i could choose,0,0,1,0
Please open pandora for me,0,0,1,0
Can I hear a tune from Vladimir Vysotski?,0,0,1,0
Please play Different Slanguages by Fred Labour.,0,0,1,0
play music from the sixties,0,0,1,0
I want to hear Somi's songs from the twenties,0,0,1,0
play Tom Jones album from the twenties,0,0,1,0
play songs on Itunes,0,0,1,0
play a chant by Sonsee,0,0,1,0
Play my Piano Ballads playlist.,0,0,1,0
play the album a kiss before you go by Bt,0,0,1,0
Play the Instrumental Study on Vimeo.,0,0,1,0
Play some salsa music.,0,0,1,0
Play top Rosanne Cash,0,0,1,0
play Slacker tunes,0,0,1,0
Play the most popular soundtrack by Elena Paparizou on youtube,0,0,1,0
Play Midnight Special,0,0,1,0
play pop music with Groove Shark,0,0,1,0
play Takes Place In Your Work Space by Eddie Kendricks,0,0,1,0
Play eighties music by Kaira Kwong on Google Music,0,0,1,0
play 1970 trunes,0,0,1,0
Play breathtaking music,0,0,1,0
Play a track from 1985.,0,0,1,0
Play shining down by Tsukiko Amano on pandora.,0,0,1,0
play Who Do You Think You Are by Magnifico with spotify,0,0,1,0
Play tribal,0,0,1,0
Play Rain by Subliminal on Groove Shark,0,0,1,0
Play ballad music from 1958,0,0,1,0
Repeat the track of music,0,0,1,0
Play the playlist introspective,0,0,1,0
Please play a song from the thirties by Peter Murphy on Last Fm,0,0,1,0
Play Party Through The Decades on Deezer,0,0,1,0
Play Martha My Dear by shannon.,0,0,1,0
play the greatest Adrian Kowanek music,0,0,1,0
Can I hear a symphony from the seventies on Youtube?,0,0,1,0
I'd like to listen to Space music,0,0,1,0
play the last Niney The Observer song,0,0,1,0
Play a chant by Mj Cole,0,0,1,0
Play industrial music.,0,0,1,0
Play always by walter parazaider.,0,0,1,0
Play thirties on Lastfm,0,0,1,0
play music form the fourties with Slacker,0,0,1,0
Use pandora to play music from stano in the year 2005,0,0,1,0
Use Groove Shark to play Krizz Kaliko,0,0,1,0
Play the music of Filipp Bedrossowitsch Kirkorow's theme,0,0,1,0
Play Skin & Bone by Jess Stacy on Deezer,0,0,1,0
Play me a seventies ep,0,0,1,0
play falco on Zvooq for Good Hit,0,0,1,0
On Itunes play the latest Anna Yesipova ep,0,0,1,0
Play music from the track She Came In Through The Bathroom Window,0,0,1,0
play some best selling rave songs,0,0,1,0
Play Change Has Come on Google Music.,0,0,1,0
Play the newest stuff by blowfly,0,0,1,0
Play the playlist spring,0,0,1,0
I want to hear something from the nineties by Alissa Musto on Groove Shark,0,0,1,0
Play Trace Adkins' music from the thirties.,0,0,1,0
Play a soundtrack from 1954.,0,0,1,0
"Can you play something from the fourties, preferably a symphony?",0,0,1,0
play Clifford Brown All Stars by Michael Balzary,0,0,1,0
play Pandora Christian Gangsta Rap,0,0,1,0
Play any chanson,0,0,1,0
Play a chant from the fifties,0,0,1,0
Play Leanne Dobinson Right To Dream,0,0,1,0
play The Happiest Days Of Our Lives by Tommy Emmanuel,0,0,1,0
Please play This Is The Day by Brian Robertson.,0,0,1,0
play Abhijeet Bhattacharya from 1986,0,0,1,0
Play a new tune by louis silvers.,0,0,1,0
Play me a song by Steve Hackett from Manuel,0,0,1,0
Play Portsmouth by Paul Smith on Google Music.,0,0,1,0
Play Dj Drama from the 1976,0,0,1,0
play my tribute by Billy Cox,0,0,1,0
"Play the playlist, Hardstyle, Baby.",0,0,1,0
Play me a sound track by Bert Mccracken on zvooq,0,0,1,0
Play some music from the fourties.,0,0,1,0
Play music on Itunes.,0,0,1,0
I want to hear a Sandra ep,0,0,1,0
play theme by Yanni on Vimeo,0,0,1,0
play fourties tunes,0,0,1,0
Play a 2004 song by eliel on Zvooq.,0,0,1,0
Play some music on Vimeo,0,0,1,0
Play the newest music by Gladys Knight,0,0,1,0
play Hora Din Moldova by Yamazaki Maso,0,0,1,0
play the album Winner Takes All by Takuro with Last Fm,0,0,1,0
Play the best ballad by The Rascals.,0,0,1,0
Play me the track Mama Liked The Roses,0,0,1,0
Play eighties,0,0,1,0
Play a 2014 theme from Greg Pattillo,0,0,1,0
Play some music from Roberto Carlos,0,0,1,0
Play the concert from Philip Oakey 1973 concert on Netflix,0,0,1,0
Play some music from 1995,0,0,1,0
Play Kaori Mochida's most popular music on Google Music.,0,0,1,0
Play A Chaos Of Desire from Dan Snaith,0,0,1,0
Play music by Country Dick Montana.,0,0,1,0
play chant from the nineties with Last Fm,0,0,1,0
Play a top 5 song from Wally Bastian on Google Music,0,0,1,0
Play White Noise.,0,0,1,0
Play ep from Quasimoto from the nineties,0,0,1,0
play a 1988 soundtrack,0,0,1,0
Play a popular sound track by Joe Pass on Itunes.,0,0,1,0
Play something from the jonathon lee movement,0,0,1,0
play James Moody ballad,0,0,1,0
I want to listen to some music from 2003 on Pandora from them,0,0,1,0
play a top 50  tune from the twenties by Willi Williams,0,0,1,0
play fifties track music,0,0,1,0
Play theme music from 2011.,0,0,1,0
play music by Billy Powell,0,0,1,0
Play One Good Reason by Tommy Flanagan on Itunes,0,0,1,0
Play some fun-punk,0,0,1,0
Play me a song by Dj Paul Elstak in 1988 on Zvooq,0,0,1,0
Play Hasan Saltik from 2004,0,0,1,0
I want to hear popular music from Martin Lopez,0,0,1,0
Play A Sudden Rainstorm playlist.,0,0,1,0
play wendy james from the fifties,0,0,1,0
Use Itunes to play music,0,0,1,0
Play a Paul Davis melody,0,0,1,0
Play Lorenzo Palacios Quispe,0,0,1,0
Put on Vimeo and play Kacapi Suling,0,0,1,0
play a soundtrack by Sarah Geronimo on google music,0,0,1,0
Play me a song from 1976 by Bennie Moten,0,0,1,0
I want to hear eighties music by Noko on deezer.,0,0,1,0
Play some Glenn Miller.,0,0,1,0
Can I hear a song by David Hodges?,0,0,1,0
Play The New Retro playlist on Netflix.,0,0,1,0
Play some P. J. Proby,0,0,1,0
Play soundtrack by Armand Van Helden,0,0,1,0
Play The Lamentation Of Cloris,0,0,1,0
I want to hear the new Latin Pop Rising list,0,0,1,0
Please play some music from the seventies movement,0,0,1,0
play Signe Anderson chant music that is newest,0,0,1,0
play Richard Thompson from the thirties song book,0,0,1,0
Play funtime activity,0,0,1,0
Play me a song from Luxury Liner,0,0,1,0
I want to hear De Eerste Keer from Paul Caiafa  off of Google Music,0,0,1,0
Play a sixties song.,0,0,1,0
I want to hear some twenties music off of Deezer,0,0,1,0
Play some movement from 1959 on deezer.,0,0,1,0
play songs by Queen,0,0,1,0
Please play good music by Will Oldham.,0,0,1,0
Play a song from the thirties on Zvooq,0,0,1,0
play Vanlose Stairway by Janove Ottesen,0,0,1,0
Play me the last 1980 record by Brenda Kahn,0,0,1,0
Play music from the top-5 from artist Kenia Arias,0,0,1,0
Lets hear some 2009 music,0,0,1,0
Play some bass music.,0,0,1,0
Play Furusato on Google Music.,0,0,1,0
Play Party Anthems,0,0,1,0
use Iheart radio to play eighties music from Hugh Masekela.,0,0,1,0
Play a symphony from Bob Hardy please,0,0,1,0
Play some eighties music.,0,0,1,0
Play a 1964 track from Shahram Nazeri on Pandora.,0,0,1,0
Sort to the last song on playlist from 1983 a chant by Mark Oliver Everett,0,0,1,0
Play a new symphony by Perfecto De Castro on Lastfm,0,0,1,0
Play some music from the thirties.,0,0,1,0
Play some Matthew Sweet music from around 1996 on Spotify,0,0,1,0
open lastfm  play top hits of Simon Webbe,0,0,1,0
play 1981 music on Last Fm,0,0,1,0
Play a track from 1959.,0,0,1,0
Play chant music by Big Dee Irwin.,0,0,1,0
"Play me Gil Parris's A Cup Of Coffee, A Sandwich And You",0,0,1,0
Play Pura Vida.,0,0,1,0
Play a top fifty ballad by Linda Strawberry on Google Music,0,0,1,0
use Spotify to play greatest songs from Kailash Kher,0,0,1,0
Play the newest melody by Cisco Adler on pandora,0,0,1,0
Use service Vimeo to play music from the artist Mick track Now We Are 5,0,0,1,0
Open Youtube and play Renaldo Lapuz record from the eighties,0,0,1,0
play some good amber gristak on Lastfm,0,0,1,0
play some synthpop,0,0,1,0
Play music from my relentless playlist,0,0,1,0
Plpay my Disco Fever playlist.,0,0,1,0
play valerij kipelov on Vimeo,0,0,1,0
Can you play The Change Is Made on Netflix,0,0,1,0
Play some Robbie Merrill.,0,0,1,0
Play me a song from the twenties by Randy Bachman,0,0,1,0
I need to hear some r&b music off of iheart,0,0,1,0
Play some dance music.,0,0,1,0
Play new music from Liang Wern Fook,0,0,1,0
listen to Pmd symphony,0,0,1,0
play By The Sleepy Lagoon by Greg Kurstin,0,0,1,0
I want to listen to some Saori Atsumi from the twenties on Deezer,0,0,1,0
Play some gangsta music,0,0,1,0
Play The Eternal by Juju Mob on Vimeo.,0,0,1,0
Play me a Mario Vazquez movement,0,0,1,0
Play music on Lastfm,0,0,1,0
Play Eve,0,0,1,0
Play music from 2011.,0,0,1,0
Play some Psychedelic Rock.,0,0,1,0
play Top 100 Indie Tracks on Spotify on Lastfm,0,0,1,0
play an eighties track,0,0,1,0
Can you play me some eighties music by Adele,0,0,1,0
Play Oliver Cheatham's symphony from the thirties.,0,0,1,0
Play chant music by Ira Losco on Iheart.,0,0,1,0
Play me the most popular Lillian Hardin song on Itunes,0,0,1,0
Play the red room sessions from chris cunningham,0,0,1,0
Can i use Lastfm to listen to Twilight Time by Dj Khalil?,0,0,1,0
I want to listen to Roger Daltrey from the sixties on slacker,0,0,1,0
Play music from Tommy Ridgley.,0,0,1,0
play All Of Your Toys by Chris Ledoux,0,0,1,0
Play music by Fidel Nadal sorted by newest.,0,0,1,0
Play Shaina Magdayao's music on Iheart,0,0,1,0
I need to hear a thirties soundtrack,0,0,1,0
Play Dave Wyndorf album,0,0,1,0
Play me a song by Linn Berggren from Spotify,0,0,1,0
Play me something by Funtwo,0,0,1,0
Play some The Lady Is A Tramp from Timour Moutsouraev,0,0,1,0
play pandora tracks by Akhtar Sadmani,0,0,1,0
Please play some music from 1996,0,0,1,0
Use the service Lastfm to play music by the artist ai kago,0,0,1,0
Can you play a song by Ken,0,0,1,0
Play music using Last Fm,0,0,1,0
play some Kyle Ward from the seventies,0,0,1,0
Play Bald by Kaskade.,0,0,1,0
Play me some music on Deezer,0,0,1,0
Play my Futuros Hits playlist on Spotify.,0,0,1,0
Play Strength of Street Knowledge on Groove Shark,0,0,1,0
Use Pandora to play Korean OSTs,0,0,1,0
Play some Gospel music.,0,0,1,0
Play satire,0,0,1,0
Play the top 20 ep from the fifties by John Bundrick.,0,0,1,0
Play Alfredo Zitarrosa on spotify.,0,0,1,0
Play me some Terror music,0,0,1,0
Play music from 2010 by Jason Donovan,0,0,1,0
Play me something on Last Fm,0,0,1,0
Play Giovanni Battista Guadagnini's 1982 tracks.,0,0,1,0
Play some Rumba Africana.,0,0,1,0
Play Greg Raposo songs from the thirties,0,0,1,0
Play a top-five song by Pete Candoli.,0,0,1,0
Play Iheart,0,0,1,0
Play the symphony by Tetsuya Ogawa from 1953,0,0,1,0
Can you play me some Pop-folk music,0,0,1,0
Play that new song from 1970,0,0,1,0
Play some space music on Google Music,0,0,1,0
Play a song by Juanes on Last Fm,0,0,1,0
Play Salmonella Dub Dvd by mario rubalcaba on Vimeo,0,0,1,0
Play some music from 1958 on Deezer.,0,0,1,0
I want to hear some of David Gilmour's music from 1973,0,0,1,0
Play music from the playlist Late Night Jazz,0,0,1,0
Play the song Victim Of Changes from Hawkshaw Hawkins on Spotify,0,0,1,0
Play the music from the playlist Get Lit,0,0,1,0
play Bra Vibrationer by Dean,0,0,1,0
Play music from the playlist Get Your Mind Right,0,0,1,0
Play Talking To The Universe on Itunes,0,0,1,0
I want to hear the album Insult To Injury by Narayana Tirtha.,0,0,1,0
play latest Shaggy music,0,0,1,0
Play Slacker radio.,0,0,1,0
Will you play a ballad from Mahalaxmi Iyer,0,0,1,0
use Spotify to play Nina Persson from 1962,0,0,1,0
I want toi hear some Pop Punk Perfection í ¼í½ off of Deezer,0,0,1,0
Start up my Independent Music Monday playlist.,0,0,1,0
Play That Would Be Something by Eden Ahbez,0,0,1,0
Please play Every Woman In Me,0,0,1,0
Play some Ven A Mi,0,0,1,0
Please play some fourties music on Spotify,0,0,1,0
Play Dj Cameo on itunes.,0,0,1,0
play some gotye,0,0,1,0
play This Is Colour by Panda Bear,0,0,1,0
Play songs by Cheryl Wheeler,0,0,1,0
Play the most popular song from Chae Yeon off of Spotify,0,0,1,0
Please play me something by New Wave Of American Heavy Metal,0,0,1,0
Play Deezer,0,0,1,0
Play me the best Charles Neidich song,0,0,1,0
I want to hear the sound track to Mary Macgregor new songs on Iheart,0,0,1,0
Play music on the playlist Electronic Gaming,0,0,1,0
I want to hear some Bill Black chant music,0,0,1,0
Play some thirties music on Netflix.,0,0,1,0
play some eighties by Amirbai Karnataki,0,0,1,0
Open Youtube and play Connie Francis Sings Spanish And Latin American Favorites from Yukiko Iwai,0,0,1,0
Play the Ricky Wilson album Spectral Dusk,0,0,1,0
Play Red Barchetta by Blind Lemon Jefferson.,0,0,1,0
Play the track R U Professional by Roberto Carlos Braga,0,0,1,0
play drive playlist,0,0,1,0
Play Regulateâ¦g Funk Era by artist Iouri Bachmet on groove shark,0,0,1,0
play music from Itunes for Ric Grech,0,0,1,0
Play some music on Lastfm.,0,0,1,0
Play The Fool On The Hill by Khwaja Ghulam Farid,0,0,1,0
Play the best songs of 2016,0,0,1,0
Play something by Chris Knight,0,0,1,0
Wish to hear a concerto by Diplo from 1952,0,0,1,0
play songs from Youtube,0,0,1,0
"Play an album from the fourties, new first.",0,0,1,0
"Play Chantal Kreviazuk, Sister Ray",0,0,1,0
"play Isaac Hayes on Pandora from love, sweat and beer ep",0,0,1,0
play Only Hope by Graham Bonnet,0,0,1,0
Play some Avantgarde music on Netflix.,0,0,1,0
Play gothic music,0,0,1,0
I want to hear Song For Adam,0,0,1,0
Play the playlist Feel Good Dinner.,0,0,1,0
Play the top track by Claudja Barry on Last Fm,0,0,1,0
Play some Iris Dement's theme based 2015 music on lastfm,0,0,1,0
Play the latest ballad by September,0,0,1,0
Play fifties music,0,0,1,0
play songs by Sarah Harding,0,0,1,0
Play Maggot Brain by Albano Carrisi,0,0,1,0
Play a Jack Lawrence concerto,0,0,1,0
I want to hear the top Tim Madison,0,0,1,0
Play the 1991 soundtrack from Ian Mcdonald,0,0,1,0
Play the best songs by Jes Brieden,0,0,1,0
Play me a song by Kevin Cadogan,0,0,1,0
"Play something from my Songs For You, Not Your Parents playlist",0,0,1,0
Play Making Out by Alexander Rosenbaum off Google Music.,0,0,1,0
Play Rocket Queen on Itunes,0,0,1,0
Please play a song by Everlast,0,0,1,0
Play me some chant from the last half of the sixties,0,0,1,0
Play music by Paul Mccartney,0,0,1,0
Play some Krzysztof Penderecki on Last Fm,0,0,1,0
Play easy listening,0,0,1,0
play Robert Stoddard from 1988,0,0,1,0
Play Gloria on last fm,0,0,1,0
play some movement by Dj Spinna,0,0,1,0
"play Lily, Rosemary And The Jack Of Hearts by Chris Goss",0,0,1,0
play Zvooq latest track by Peter Appleyard,0,0,1,0
Play Brenda Kahn's Rushall Station.,0,0,1,0
play the top five songs by Isaac Hayes,0,0,1,0
Play some music from the thirties.,0,0,1,0
Play 2011 music,0,0,1,0
I want to hear Sebastian's songs from the thirties on Youtube,0,0,1,0
Play top 20 from frank farian,0,0,1,0
Play some music using slacker,0,0,1,0
Play some psychadelic music.,0,0,1,0
Play some Geir Jenssen.,0,0,1,0
Start playing my Disney playlist.,0,0,1,0
I want to hear a Gucci Mane song from Last Fm from 2002,0,0,1,0
Play me a 2003 song by Charles Neidich,0,0,1,0
I want to hear some songs from the twenties,0,0,1,0
I'd like to hear chant songs from nineties,0,0,1,0
Can you play the newest record from 1966 by Tony Lee,0,0,1,0
Please play Kabhi Jo Baadal Barse by Ruth Lorenzo,0,0,1,0
Play a record from 2015,0,0,1,0
Use the service Zvooq to play top-10 by artist Coolio,0,0,1,0
Play thirties symphony music from Nigga on Iheart,0,0,1,0
play a sound track by Tom Thacker,0,0,1,0
Play some Laurie Anderson.,0,0,1,0
Open Last Fm and play the top song from Daniel Lee Chee Hun,0,0,1,0
play some twenties music on Iheart,0,0,1,0
Play popular eighties record,0,0,1,0
Play the track Grow Old With Me by artist Chloe Rose Lattanzi,0,0,1,0
on Deezer play fourties tunes by Jona Bechtolt and a ballad,0,0,1,0
play Kings Of The Wild Frontier by Andrea Bocelli,0,0,1,0
Play an album from 1987.,0,0,1,0
Play music from 1960,0,0,1,0
Play a movement from the nineties,0,0,1,0
Play Bob Hilliard top-twenty music,0,0,1,0
Play a seventies soundtrack by steve walsh on Groove Shark,0,0,1,0
Use Deezer service to play Opera,0,0,1,0
play Zvooq,0,0,1,0
I want to hear Techno-industrial music.,0,0,1,0
play the top song by Amon Amarth on Groove Shark,0,0,1,0
Play Julie Driscoll,0,0,1,0
play something from the twenties,0,0,1,0
Play The View From The Afternoon by Malese Jow on Last Fm,0,0,1,0
play songs by Sammy Fain,0,0,1,0
